ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S0103-37862008000100004-scl","A abordagem do conceito como uma estrutura semiótica","Netto, Carlos Xavier de Azevedo","Transinformação; 20(1); 47-58","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000100004&lang=pt" 
"S0103-37862008000100007-scl","Potencial de atuação do bibliotecário em atividades de inteligência organizacional: estudo de caso na Universidade Federal Fluminense","Perieira, Adriana Gomes, Cianconi, Regina de Barros","Transinformação; 20(1); 83-98","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000100007&lang=pt" 
"S0103-37862008000100003-scl","Qualidade da informação: conceitos e aplicações","Calazans, Angélica Toffano Seidel","Transinformação; 20(1); 29-45","Transinformação","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862008000100003&lang=pt" 
"S0103-37862007000300002-scl","RDA: el alcance internacional del nuevo Código de Catalogación","Picco Gómez, Paola Andrea","Transinformação; 19(3); 219-226","Transinformação","Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000300002&lang=pt" 
"S0103-37862007000300001-scl","O &quot;Cavalo de Tróia&quot; de Michel Pêcheux: uma breve reflexão sobre a análise automática do discurso","Pereira, Edmeire Cristina","Transinformação; 19(3); 207-218","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000300001&lang=pt" 
"S0103-37862007000300003-scl","Literatura sobre biblioteca escolar: características de citações de teses e dissertações brasileiras","CAMPELLO, Bernadete Santos, VIANNA, Márcia Milton, CALDEIRA, Paulo da Terra, ABREU, Vera Lúcia Furst Gonçalves, CARVALHO, Maria da Conceição, BENIGNO, Adriana Costa e Silva","Transinformação; 19(3); 227-236","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000300003&lang=pt" 
"S0103-37862007000300004-scl","Classificação analítico-sintética: reflexões teóricas e aplicações","Café, Lígia Maria Arruda, Bratfisch, Aline","Transinformação; 19(3); 237-250","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000300004&lang=pt" 
"S0103-37862007000300006-scl","Produção e disseminação de informação tecnológica: a atuação da Inova - Agência de Inovação da UNICAMP","Castro, Alexandre Camargo, Jannuzzi, Celeste Aída Sirotheau Corrêa, Mattos, Fernando Augusto Mansor de","Transinformação; 19(3); 265-277","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000300006&lang=pt" 
"S0103-37862007000300005-scl","Personalização: um serviço mediador em ambientes de pesquisa","Camargo, Liriane Soares de Araújo de, Vidotti, Silvana Aparecida Borsetti Gregorio","Transinformação; 19(3); 251-264","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000300005&lang=pt" 
"S0103-37862007000300007-scl","A promessa do audiovisual interativo","Winck, João Baptista","Transinformação; 19(3); 279-288","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000300007&lang=pt" 
"S0103-37862007000200006-scl","Delimitação de uma área multidisciplinar para análise bibliométrica de produção científica: o caso da Bioprospecção","Lima, Ricardo Arcanjo de, Velho, Lea Maria Leme Strini, Faria, Leandro Innocentini Lopes de","Transinformação; 19(2); 153-168","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000200006&lang=pt" 
"S0103-37862007000200008-scl","Base Qualis e a indução do uso de periódicos da área de Psicologia","Jacon, Maria do Carmo Moreira","Transinformação; 19(2); 189-197","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000200008&lang=pt" 
"S0103-37862007000200005-scl","Comunicação científica e gestão do conhecimento: enlaces conceituais para a fundamentação da gestão do conhecimento científico no contexto de universidades","Leite, Fernando César Lima","Transinformação; 19(2); 139-151","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000200005&lang=pt" 
"S0103-37862007000200003-scl","A informação documentária: codificação e decodificação","Lima, Vânia Mara Alves","Transinformação; 19(2); 119-127","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000200003&lang=pt" 
"S0103-37862007000200001-scl","O óbvio da informação científica: acesso e uso","Targino, Maria das Graças","Transinformação; 19(2); 97-105","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000200001&lang=pt" 
"S0103-37862007000200002-scl","Perspectivas em (in)formação: tendências e tensões entre abordagens físicas, cognitivistas e emergentes","Campos, Luiz Fernando de Barros, Venâncio, Ludmila Salomão","Transinformação; 19(2); 107-118","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000200002&lang=pt" 
"S0103-37862007000200007-scl","Indicadores da participação feminina em Ciência e Tecnologia","Hayashi, Maria Cristina Piumbato Innocentini, Cabrero, Rodrigo de Castro, Costa, Maria da Piedade Resende da, Hayashi, Carlos Roberto Massao","Transinformação; 19(2); 169-187","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000200007&lang=pt" 
"S0103-37862007000200004-scl","Constituição e institucionalização da ciência: apontamentos para uma discussão","Bazi, Rogério Eduardo Rodrigues, Silveira, Murilo Artur Araújo da","Transinformação; 19(2); 129-137","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000200004&lang=pt" 
"S0103-37862007000100002-scl","Mapeamento semântico através da análise de ocorrência de descritores sobre gestão do conhecimento","Souza, Renato Rocha, Alvarenga Neto, Rivadávia Correa Drummond de, Mendes, Kellen Christina Ignácia","Transinformação; 19(1); 19-30","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000100002&lang=pt" 
"S0103-37862007000100005-scl","Manual de software: facilitando a comunicação entre empresa produtora e sociedade","Galvão, Maria Cristiane Barbosa","Transinformação; 19(1); 45-64","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000100005&lang=pt" 
"S0103-37862007000100004-scl","Informação, comunicação, conhecimento: evolução e perspectivas","Bernardi, Amarildo José","Transinformação; 19(1); 39-44","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000100004&lang=pt" 
"S0103-37862007000100006-scl","Interoperabilidade das bibliotecas digitais: o papel dos sistemas de identificadores persistentes - URN, PURL, DOI, Handle System, CrossRef e OpenURL","Sayão, Luís Fernando","Transinformação; 19(1); 65-82","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000100006&lang=pt" 
"S0103-37862007000100001-scl","Los valores sociales y políticos dentro del paradigma bibliotecológico en la era de la información","Rendón Rojas, Miguel Ángel","Transinformação; 19(1); 9-18","Transinformação","Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000100001&lang=pt" 
"S0103-37862007000100003-scl","Terminologia como indicador qualitativo","Moraes, Alice Ferry de","Transinformação; 19(1); 31-38","Transinformação","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862007000100003&lang=pt" 
"S0103-37862006000300006-scl","O papel das linguagens de marcação para a Ciência da Informação","Furgeri, Sérgio","Transinformação; 18(3); 225-239","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000300006&lang=pt" 
"S0103-37862006000300003-scl","Informação, ciberespaço e consciência","Silva, Rubens Ribeiro Gonçalves da","Transinformação; 18(3); 191-201","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000300003&lang=pt" 
"S0103-37862006000300002-scl","Abordagens epistemológicas à ciência da informação: fenomenologia e Hermenêutica","Marciano, João Luiz Pereira","Transinformação; 18(3); 181-190","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000300002&lang=pt" 
"S0103-37862006000300004-scl","O campo da Lingüística Documentária","Tálamo, Maria de Fátima Gonçalves Moreira, Lara, Marilda Lopes Ginez de","Transinformação; 18(3); 203-211","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000300004&lang=pt" 
"S0103-37862006000300001-scl","A Ciência da Informação e a sociedade brasileira: algumas representações de pesquisadores da área","Almeida, Carlos Cândido de","Transinformação; 18(3); 169-180","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000300001&lang=pt" 
"S0103-37862006000300005-scl","Patente gera patente?","Garcia, Joana Coeli Ribeiro","Transinformação; 18(3); 213-223","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000300005&lang=pt" 
"S0103-37862006000200002-scl","Cientificamente favelados: uma visão crítica do conhecimento a partir da epistemografia","García Gutiérrez, Antonio","Transinformação; 18(2); 103-112","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000200002&lang=pt" 
"S0103-37862006000200004-scl","Avaliação de periódicos eletrônicos acadêmicos brasileiros: uma proposta de método baseado na análise de links para o site do periódico","Marcondes, Carlos Henrique, Mendonça, Marília Alvarenga Rocha","Transinformação; 18(2); 123-130","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000200004&lang=pt" 
"S0103-37862006000200003-scl","Políticas públicas de informação e políticas culturais: e as bibliotecas públicas para onde vão?","Ferreira, Maria Mary","Transinformação; 18(2); 113-122","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000200003&lang=pt" 
"S0103-37862006000200005-scl","Vantagens do uso de tecnologias para criação, armazenamento e disseminação do conhecimento em bibliotecas universitárias","Duarte, Emeide Nóbrega, Silva, Alzira Karla Araújo da, Santos, Edilene Galdino dos, Lima, Izabel França de, Rodrigues, Marcos Paulo Farias, Costa, Suzana Queiroga da","Transinformação; 18(2); 131-141","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000200005&lang=pt" 
"S0103-37862006000200006-scl","As redes sociais como instrumento estratégico para a inteligência competitiva","Alcará, Adriana Rosecler, Tanzawa, Elaine Cristina Liviero, Di Chiara, Ivone Guerreiro, Tomaél, Maria Inês, Uchoa Junior, Plínio Pinto de Mendonça, Heckler, Valéria Cristina, Rodrigues, Jorge Luis, Valente, Sulamita da Silva","Transinformação; 18(2); 143-153","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000200006&lang=pt" 
"S0103-37862006000200001-scl","A mediação do profissional da informação nas florestas da sociedade da informação","Santo, Silvia Maria do Espírito","Transinformação; 18(2); 95-102","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000200001&lang=pt" 
"S0103-37862006000100003-scl","Institucionalização da pesquisa científica no Brasil: cartografia temática e de redes sociais por meio de técnicas bibliométricas","Kobashi, Nair Yumiko, Santos, Raimundo Nonato Macedo dos","Transinformação; 18(1); 27-36","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000100003&lang=pt" 
"S0103-37862006000100005-scl","A Pontifícia Universidade Católica de Campinas e a produção científica","Pinto, Adilson Luiz","Transinformação; 18(1); 49-62","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000100005&lang=pt" 
"S0103-37862006000100004-scl","Planos de ensino do Curso de Biblioteconomia da Universidade Federal do Rio Grande do Sul: estudo bibliométrico de referências","Brambilla, Sônia Domingues Santos, Stumpf, Ida Regina Chittó","Transinformação; 18(1); 37-47","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000100004&lang=pt" 
"S0103-37862006000100006-scl","Conceitos e uso da informação organizacional e informação estratégica","Calazans, Angélica Toffano Seidel","Transinformação; 18(1); 63-70","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000100006&lang=pt" 
"S0103-37862006000100007-scl","O arranjo arquivístico como escrita: uma reflexão sobre a narrativa em imagens a partir do Fundo Pedro Miranda no Arquivo Público e Histórico de Ribeirão Preto","Murguia, Eduardo Ismael, Registro, Tânia Cristina","Transinformação; 18(1); 71-82","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000100007&lang=pt" 
"S0103-37862006000100002-scl","Estudos para implantação de ferramenta de apoio à gestão de linguagens documentárias: vocabulário controlado da USP","Lima, Vânia Mara Alves de, Kobashi, Nair Yumiko, Coutto, Mariza Leal de Meirelles do, Santos, Cibele Araujo Camargo Marques dos, Amaral, Maria Célia, Tokarevicz, Sandra, Della Torre, Silvia Regina Saran, Guerra, Sonia Regina Yole, Boccato, Vera Regina Casari, Barcellos, João Carlos Holland","Transinformação; 18(1); 17-25","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000100002&lang=pt" 
"S0103-37862006000100001-scl","O periódico no campo da biblioteconomia no Brasil: possibilidades para um fazer historiográfico","Castro, Cesar Augusto","Transinformação; 18(1); 9-15","Transinformação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862006000100001&lang=pt" 
"S0103-37862005000300005-scl","Fontes governamentais de informação para/sobre o trabalho","Azevedo, Maria Elizabeth de","Transinformação; 17(3); 271-284","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000300005&lang=pt" 
"S0103-37862005000300003-scl","Avaliação da qualidade dos serviços prestados nas unidades de informação universitárias","Nascimento, Raimundo Benedito do, Trompieri Filho, Nicolino, Barros, Francisca Giovania Freire","Transinformação; 17(3); 235-251","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000300003&lang=pt" 
"S0103-37862005000300006-scl","Aspectos da cienciometria aplicados a um estudo de caso: área de Letras","Favato, Vânia Aparecida Marques, Godinho, Pedro Henrique","Transinformação; 17(3); 285-292","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000300006&lang=pt" 
"S0103-37862005000300004-scl","Pesquisa em inteligência competitiva organizacional: utilizando a análise de conteúdo para a coleta e análise de dados - Parte II","Valentim, Marta Lígia Pomim, Alcará, Adriana Rosecler, Cervantes, Brígida Maria Nogueira, Carvalho, Elizabeth Leão de, Garcia, Heliéte Dominguez, Dalmas, José Carlos, Molina, Letícia Gorri, Lenzi, Lívia Aparecida Ferreira, Catarino, Maria Elisabete, Tomaél, Maria Inês","Transinformação; 17(3); 253-270","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000300004&lang=pt" 
"S0103-37862005000300001-scl","Reflexões sobre a ética e a atuação profissional do Bibliotecário","Mischiati, Ana Cristina, Valentim, Marta Lígia Pomim","Transinformação; 17(3); 209-220","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000300001&lang=pt" 
"S0103-37862005000300002-scl","Teoria do caos e gestão da informação: uma integração na complexidade dos negócios e dos sistemas de informação","Cardoso, Luiz Henrique, Pereira, Edmeire Cristina","Transinformação; 17(3); 221-233","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000300002&lang=pt" 
"S0103-37862005000200003-scl","Profissional da informação: um conceito em construção","Loureiro, Mônica de Fátima, Jannuzzi, Paulo de Martino","Transinformação; 17(2); 123-151","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000200003&lang=pt" 
"S0103-37862005000200005-scl","Produção científica dos docentes da Universidade Federal da Bahia da área de Filosofia e Ciências Humanas no período de 1995-1999","Machado, Raymundo das Neves, Meirelles, Rodrigo França","Transinformação; 17(2); 169-179","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000200005&lang=pt" 
"S0103-37862005000200006-scl","Pesquisa em inteligência competitiva organizacional: utilizando a análise de conteúdo para a coleta e análise de dados - Parte I","Valentim, Marta Lígia Pomim, Alcará, Adriana Rosecler, Cervantes, Brígida Maria Nogueira, Carvalho, Elizabeth Leão de, Garcia, Heliéte Dominguez, Dalmas, José Carlos, Molina, Letícia Gorri, Lenzi, Lívia Aparecida Ferreira, Catarino, Maria Elisabete, Tomaél, Maria Inês","Transinformação; 17(2); 181-198","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000200006&lang=pt" 
"S0103-37862005000200002-scl","Informação e conhecimento na era digital","Barreto, Angela Maria","Transinformação; 17(2); 111-122","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000200002&lang=pt" 
"S0103-37862005000200004-scl","Produção científica docente em tratamento temático da informação nos cursos de Biblioteconomia do Mercosul: uma análise preliminar","Danuello, Jane Coelho, Guimarães, José Augusto Chaves","Transinformação; 17(2); 153-168","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000200004&lang=pt" 
"S0103-37862005000200001-scl","Abordagens em epistemologia: Bachelard, Morin e a epistemologia da complexidade","Francelin, Marivalde Moacir","Transinformação; 17(2); 101-109","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000200001&lang=pt" 
"S0103-37862005000100004-scl","Inteligência competitiva e Internet: um processo otimizado por agentes inteligentes - um estudo parcial de caso","Nadaes, Adriana Duarte, Borges, Mônica Erichsen Nassif","Transinformação; 17(1); 45-59","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000100004&lang=pt" 
"S0103-37862005000100005-scl","Gestão de custos no modelo de integração da estratégia de manufatura","Pacheco, Milton Gomes, Calarge, Felipe Araújo","Transinformação; 17(1); 61-77","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000100005&lang=pt" 
"S0103-37862005000100006-scl","Linux versus Microsoft: as novas tendências no mercado de sistemas operacionais","Guimarães, Antonio Teodoro Ribeiro","Transinformação; 17(1); 79-90","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000100006&lang=pt" 
"S0103-37862005000100001-scl","Em tempos de globalização e mudança: a identificação da cidadania na sociedade de informação","Passos, Rosemary, Santos, Gildenir Carolino","Transinformação; 17(1); 7-16","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000100001&lang=pt" 
"S0103-37862005000100003-scl","A biblioterapia como campo de atuação para o bibliotecário","Pinto, Virginia Bentes","Transinformação; 17(1); 31-43","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000100003&lang=pt" 
"S0103-37862005000100002-scl","Informação estatística: direito à privacidade versus direito à informação","Senra, Nelson de Castro","Transinformação; 17(1); 17-29","Transinformação","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862005000100002&lang=pt" 
"S0103-37862004000300004-scl","A linguagem de especialidade e o texto técnico-científico: notas conceituais","Galvão, Maria Cristiane Barbosa","Transinformação; 16(3); 241-251","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000300004&lang=pt" 
"S0103-37862004000300001-scl","Princípios científicos que direcionam a ciência e a tecnologia da informação digital","Le Coadic, Yves-François","Transinformação; 16(3); 205-213","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000300001&lang=pt" 
"S0103-37862004000300005-scl","O processo da bibliomineração: repositório de dados e mineração de dados para tomada de decisão em bibliotecas","Nicholson, Scott","Transinformação; 16(3); 253-261","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000300005&lang=pt" 
"S0103-37862004000300002-scl","O conhecimento e a construção do novo cosmos social","Conti, Vivaldo Luiz","Transinformação; 16(3); 215-230","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000300002&lang=pt" 
"S0103-37862004000300006-scl","Validity of information security policy models","Imoniana, Joshua Onome","Transinformação; 16(3); 263-274","Transinformação","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000300006&lang=pt" 
"S0103-37862004000300003-scl","Linguagem documentária e terminologia","Lara, Marilda Lopes Ginez de","Transinformação; 16(3); 231-240","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000300003&lang=pt" 
"S0103-37862004000200005-scl","A empresa e os sistemas humanos de informação: uma abordagem conceitual para a gestão da informação","Jannuzzi, Celeste Aída Sirotheau Corrêa, Tálamo, Maria de Fátima Gonçalves Moreira","Transinformação; 16(2); 171-187","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000200005&lang=pt" 
"S0103-37862004000200003-scl","A prática de indexação: análise da evolução de tendências teóricas e metodológicas","Silva, Maria dos Remédios da, Fujita, Mariângela Spotti Lopes","Transinformação; 16(2); 133-161","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000200003&lang=pt" 
"S0103-37862004000200001-scl","Do patrimônio cultural e seus significados","Araripe, Fátima Maria Alencar","Transinformação; 16(2); 111-122","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000200001&lang=pt" 
"S0103-37862004000200006-scl","O desafio da inclusão digital","Freire, Isa Maria","Transinformação; 16(2); 189-194","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000200006&lang=pt" 
"S0103-37862004000200004-scl","Estatísticas, representação e conhecimento","Guizzardi Filho, Osvaldo","Transinformação; 16(2); 163-170","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000200004&lang=pt" 
"S0103-37862004000200002-scl","Filosofia da informação: reflexos e reflexões","Francelin, Marivalde Moacir, Pellegatti, Caio","Transinformação; 16(2); 123-132","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000200002&lang=pt" 
"S0103-37862004000100003-scl","Atitudes face às tecnologias da informação","Nascimento, Raimundo Benedito do, Trompieri Filho, Nicolino","Transinformação; 16(1); 33-45","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000100003&lang=pt" 
"S0103-37862004000100006-scl","Critérios de qualidade em artigos e periódicos científicos: da mídia impressa à eletrônica","Souza, Maria Fernanda Sarmento e, Vidotti, Silvana Aparecida Borsetti Gregório, Foresti, Miriam Celí Pimentel Porto","Transinformação; 16(1); 71-89","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000100006&lang=pt" 
"S0103-37862004000100005-scl","Panorama temático de trabalhos de conclusão de Curso de Biblioteconomia","Gonçalves Filho, Antonio Marcos, Noronha, Daisy Pires","Transinformação; 16(1); 59-70","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000100005&lang=pt" 
"S0103-37862004000100001-scl","A biblioteca no marco constitucional do país","Targino, Maria das Graças","Transinformação; 16(1); 7-15","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000100001&lang=pt" 
"S0103-37862004000100007-scl","Núcleo de periódicos e periódicos periféricos na área de psicologia preventiva","Ferreira, Adriana Aparecida","Transinformação; 16(1); 91-99","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000100007&lang=pt" 
"S0103-37862004000100002-scl","Formação contínua de professores do ensino fundamental sob a ótica do desenvolvimento da information literacy, competência indispensável ao acesso à informação e geração do conhecimento","Belluzzo, Regina Célia Baptista","Transinformação; 16(1); 17-32","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000100002&lang=pt" 
"S0103-37862004000100004-scl","Educação continuada do catalogador na modalidade a distância: uma proposta alternativa","Pereira, Ana Maria, Santos, Plácida Leopoldina Ventura Amorim da Costa","Transinformação; 16(1); 47-58","Transinformação","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862004000100004&lang=pt" 
"S0103-37862003000500001-scl","Informação: fenômeno e objeto de estudo da sociedade contemporânea","Kobashi, Nair Yumiko, Tálamo, Maria de Fátima Gonçalves Moreira","Transinformação; 15(spe); 7-21","Transinformação","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862003000500001&lang=pt" 
"S0103-37862003000500008-scl","Informação empresarial: dos sistemas transacionais à latência zero","Falsarella, Orandi Mina, Jannuzzi, Celeste Aída Sirotheau Corrêa, Beraquet, Vera Sílvia Marão","Transinformação; 15(spe); 141-156","Transinformação","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862003000500008&lang=pt" 
"S0103-37862003000500002-scl","Equipamentos culturais, bibliotecas e profissionais da informação no Brasil: indicadores estaduais por volta de 2000","Jannuzzi, Paulo de Martino, Loureiro, Mônica de Fátima","Transinformação; 15(spe); 23-44","Transinformação","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862003000500002&lang=pt" 
"S0103-37862003000500007-scl","Indicadores estratégicos em ciência e tecnologia: refletindo a sua prática como dispositivo de inclusão/exclusão","Santos, Raimundo Nonato Macedo dos","Transinformação; 15(spe); 129-140","Transinformação","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862003000500007&lang=pt" 
"S0103-37862003000500003-scl","Fome de ler: a leitura em movimento como processo de inclusão social","Válio, Else Benetti Marques","Transinformação; 15(spe); 45-74","Transinformação","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862003000500003&lang=pt" 
"S0103-37862003000500006-scl","Sociedade em rede: perspectivas de poder no espaço virtual","Fuser, Bruno","Transinformação; 15(spe); 117-128","Transinformação","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862003000500006&lang=pt" 
"S0103-37862003000500005-scl","Exclusão digital e exclusão social: elementos para uma discussão","Mattos, Fernando Augusto Mansor","Transinformação; 15(spe); 91-115","Transinformação","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862003000500005&lang=pt" 
"S0103-37862003000300003-scl","Ensinar e aprender: reflexões acerca da pesquisa em Ciência da Informação","Pinto, Virginia Bentes, Pinheiro, Edna Gomes","Transinformação; 15(3); 319-331","Transinformação","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862003000300003&lang=pt" 
"S0103-37862003000300007-scl","A pesquisa no ensino e o ensino da pesquisa","Rodrigues, Mara Eliane Fonseca","Transinformação; 15(3); 363-372","Transinformação","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862003000300007&lang=pt" 
"S0103-37862003000300004-scl","Alicerces da administração na construção do ensino e da pesquisa em Unidades de Informação","Reis, Daniela Pereira dos, Caldas, Rosangela Formentini","Transinformação; 15(3); 333-338","Transinformação","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862003000300004&lang=pt" 
